predicted_fraction,error_value,error_rate,stretch
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,2.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,2.0
0.0312,0.3,1.0,2.0
0.0312,0.3,1.0,1.0
0.0312,0.3,1.0,1.0
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.25
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.1666666666666667
0.0625,0.3,1.0,1.25
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.25
0.0625,0.3,1.0,1.25
0.0625,0.3,1.0,1.25
0.0625,0.3,0.75,1.5
0.0625,0.3,0.75,1.0
0.0625,0.3,0.75,1.0
0.0625,0.3,0.75,1.0
0.0625,0.3,1.0,1.4166666666666667
0.0625,0.3,1.0,1.25
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.3333333333333335
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.1666666666666667
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.25
0.0625,0.3,1.0,1.5
0.0625,0.3,1.0,1.25
0.0625,0.3,1.0,1.4166666666666667
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.5
0.0625,0.3,0.5,1.1666666666666667
0.0625,0.3,1.0,1.0
0.0625,0.3,0.75,1.5
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.75
0.0625,0.3,1.0,1.1666666666666667
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.25
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.25
0.0625,0.3,1.0,1.0
0.0625,0.3,1.0,1.25
0.0625,0.3,0.75,1.0
0.0625,0.3,1.0,1.25
0.0625,0.3,1.0,1.0
0.0625,0.3,0.75,1.0
0.0625,0.3,1.0,1.0
0.125,0.3,0.75,1.625
0.125,0.3,0.88,1.5
0.125,0.3,0.88,1.5
0.125,0.3,0.75,1.0833333333333335
0.125,0.3,1.0,1.3333333333333335
0.125,0.3,1.0,1.25
0.125,0.3,0.88,1.0
0.125,0.3,1.0,1.125
0.125,0.3,0.62,1.375
0.125,0.3,0.88,1.0
0.125,0.3,0.62,1.5
0.125,0.3,1.0,1.25
0.125,0.3,0.75,1.0
0.125,0.3,1.0,1.25
0.125,0.3,1.0,1.0
0.125,0.3,0.88,1.125
0.125,0.3,1.0,1.375
0.125,0.3,0.88,1.125
0.125,0.3,0.75,1.25
0.125,0.3,0.88,1.25
0.125,0.3,0.62,1.25
0.125,0.3,1.0,1.125
0.125,0.3,0.88,1.125
0.125,0.3,0.88,1.25
0.125,0.3,0.75,1.0
0.125,0.3,0.75,1.25
0.125,0.3,0.88,1.0833333333333335
0.125,0.3,1.0,1.0
0.125,0.3,1.0,1.1666666666666667
0.125,0.3,0.75,1.125
0.125,0.3,1.0,1.5
0.125,0.3,0.62,1.25
0.125,0.3,0.75,1.375
0.125,0.3,0.75,1.0
0.125,0.3,0.62,1.125
0.125,0.3,0.88,1.0625
0.125,0.3,0.88,1.0
0.125,0.3,1.0,1.25
0.125,0.3,0.75,1.125
0.125,0.3,0.88,1.25
0.125,0.3,0.88,1.375
0.125,0.3,1.0,1.0
0.125,0.3,0.88,1.0
0.125,0.3,1.0,1.375
0.125,0.3,0.75,1.125
0.125,0.3,1.0,1.0
0.125,0.3,0.75,1.375
0.125,0.3,0.75,1.25
0.125,0.3,0.75,1.125
0.125,0.3,0.88,1.125
0.25,0.3,0.81,1.0625
0.25,0.3,0.62,1.1875
0.25,0.3,0.56,1.09375
0.25,0.3,0.88,1.1354166666666667
0.25,0.3,0.81,1.1875
0.25,0.3,0.81,1.3125000000000002
0.25,0.3,0.69,1.1666666666666665
0.25,0.3,0.69,1.25
0.25,0.3,0.56,1.09375
0.25,0.3,0.5,1.1875
0.25,0.3,0.94,1.3541666666666665
0.25,0.3,0.94,1.0625
0.25,0.3,0.75,1.25
0.25,0.3,0.81,1.0
0.25,0.3,0.62,1.0
0.25,0.3,0.62,1.0625
0.25,0.3,0.81,1.125
0.25,0.3,0.88,1.0625
0.25,0.3,0.81,1.21875
0.25,0.3,0.56,1.125
0.25,0.3,0.81,1.1041666666666667
0.25,0.3,0.75,1.09375
0.25,0.3,0.88,1.0625
0.25,0.3,0.75,1.125
0.25,0.3,0.75,1.25
0.25,0.3,0.81,1.0833333333333333
0.25,0.3,0.69,1.3333333333333333
0.25,0.3,0.56,1.2916666666666667
0.25,0.3,0.69,1.1666666666666667
0.25,0.3,0.62,1.0
0.25,0.3,0.75,1.125
0.25,0.3,0.69,1.25
0.25,0.3,0.81,1.2083333333333333
0.25,0.3,0.44,1.1875
0.25,0.3,0.75,1.0625
0.25,0.3,0.56,1.0625
0.25,0.3,0.56,1.125
0.25,0.3,0.75,1.1875
0.25,0.3,0.75,1.0833333333333335
0.25,0.3,0.62,1.0625
0.25,0.3,0.81,1.1666666666666667
0.25,0.3,0.69,1.0625
0.25,0.3,0.62,1.3125
0.25,0.3,0.5,1.0625
0.25,0.3,0.69,1.0
0.25,0.3,0.81,1.0625
0.25,0.3,0.81,1.1041666666666665
0.25,0.3,0.75,1.09375
0.25,0.3,0.75,1.0625
0.25,0.3,0.69,1.1458333333333335
0.5,0.3,0.53,1.1145833333333335
0.5,0.3,0.62,1.1979166666666667
0.5,0.3,0.62,1.1145833333333335
0.5,0.3,0.41,1.0989583333333335
0.5,0.3,0.47,1.15625
0.5,0.3,0.56,1.1145833333333335
0.5,0.3,0.44,1.0729166666666667
0.5,0.3,0.59,1.0833333333333335
0.5,0.3,0.66,1.140625
0.5,0.3,0.47,1.1510416666666667
0.5,0.3,0.59,1.15625
0.5,0.3,0.66,1.0520833333333333
0.5,0.3,0.59,1.21875
0.5,0.3,0.34,1.03125
0.5,0.3,0.53,1.2291666666666665
0.5,0.3,0.56,1.1145833333333333
0.5,0.3,0.38,1.1145833333333335
0.5,0.3,0.44,1.1770833333333333
0.5,0.3,0.44,1.0625
0.5,0.3,0.59,1.1666666666666667
0.5,0.3,0.66,1.0885416666666667
0.5,0.3,0.5,1.1666666666666665
0.5,0.3,0.41,1.0520833333333333
0.5,0.3,0.47,1.2083333333333335
0.5,0.3,0.44,1.078125
0.5,0.3,0.41,1.1666666666666667
0.5,0.3,0.5,1.171875
0.5,0.3,0.47,1.2083333333333335
0.5,0.3,0.5,1.2395833333333335
0.5,0.3,0.5,1.1458333333333333
0.5,0.3,0.5,1.28125
0.5,0.3,0.59,1.1614583333333333
0.5,0.3,0.44,1.203125
0.5,0.3,0.38,1.15625
0.5,0.3,0.41,1.0625
0.5,0.3,0.41,1.25
0.5,0.3,0.56,1.3020833333333335
0.5,0.3,0.38,1.28125
0.5,0.3,0.5,1.0833333333333333
0.5,0.3,0.59,1.1354166666666667
0.5,0.3,0.38,1.046875
0.5,0.3,0.53,1.03125
0.5,0.3,0.31,1.1354166666666667
0.5,0.3,0.62,1.09375
0.5,0.3,0.56,1.0833333333333335
0.5,0.3,0.47,1.2604166666666667
0.5,0.3,0.69,1.0208333333333335
0.5,0.3,0.62,1.0833333333333335
0.5,0.3,0.53,1.1614583333333333
0.5,0.3,0.59,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.5
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.5
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.5
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,2.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.6666666666666667
0.0312,0.4,0.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,2.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0312,0.4,1.0,1.0
0.0625,0.4,1.0,1.5
0.0625,0.4,1.0,1.25
0.0625,0.4,1.0,1.0
0.0625,0.4,1.0,1.25
0.0625,0.4,1.0,1.1666666666666667
0.0625,0.4,1.0,1.25
0.0625,0.4,1.0,1.25
0.0625,0.4,0.75,1.0
0.0625,0.4,1.0,1.1666666666666667
0.0625,0.4,1.0,1.5
0.0625,0.4,1.0,1.0
0.0625,0.4,0.75,1.4166666666666667
0.0625,0.4,1.0,1.5
0.0625,0.4,1.0,1.1666666666666667
0.0625,0.4,1.0,1.25
0.0625,0.4,1.0,1.0
0.0625,0.4,1.0,1.0
0.0625,0.4,0.75,1.0
0.0625,0.4,1.0,1.0
0.0625,0.4,1.0,1.25
0.0625,0.4,1.0,1.0
0.0625,0.4,0.75,1.5833333333333335
0.0625,0.4,0.75,1.0
0.0625,0.4,1.0,1.9166666666666667
0.0625,0.4,0.75,1.25
0.0625,0.4,1.0,1.0
0.0625,0.4,1.0,1.25
0.0625,0.4,1.0,1.0
0.0625,0.4,1.0,1.25
0.0625,0.4,1.0,1.25
0.0625,0.4,0.75,1.25
0.0625,0.4,1.0,1.75
0.0625,0.4,1.0,1.5833333333333335
0.0625,0.4,1.0,1.0
0.0625,0.4,0.75,1.25
0.0625,0.4,1.0,1.0
0.0625,0.4,1.0,1.0
0.0625,0.4,0.75,1.0
0.0625,0.4,0.75,1.25
0.0625,0.4,1.0,1.0
0.0625,0.4,1.0,1.125
0.0625,0.4,1.0,1.5
0.0625,0.4,1.0,1.0
0.0625,0.4,1.0,1.0
0.0625,0.4,0.75,1.0
0.0625,0.4,1.0,1.1666666666666667
0.0625,0.4,1.0,1.0
0.0625,0.4,1.0,1.25
0.0625,0.4,1.0,1.0
0.0625,0.4,0.75,1.25
0.125,0.4,0.62,1.375
0.125,0.4,0.88,1.3333333333333335
0.125,0.4,0.62,1.25
0.125,0.4,0.88,1.375
0.125,0.4,0.88,1.125
0.125,0.4,0.88,1.0
0.125,0.4,0.62,1.125
0.125,0.4,0.75,1.125
0.125,0.4,0.75,1.125
0.125,0.4,1.0,1.0833333333333335
0.125,0.4,1.0,1.125
0.125,0.4,0.75,1.125
0.125,0.4,0.88,1.2083333333333335
0.125,0.4,0.75,1.0
0.125,0.4,0.88,1.0
0.125,0.4,0.88,1.25
0.125,0.4,0.88,1.0
0.125,0.4,0.88,1.0
0.125,0.4,0.75,1.0833333333333335
0.125,0.4,0.62,1.25
0.125,0.4,1.0,1.125
0.125,0.4,0.88,1.0
0.125,0.4,0.88,1.4583333333333335
0.125,0.4,1.0,1.25
0.125,0.4,1.0,1.1875
0.125,0.4,1.0,1.375
0.125,0.4,0.88,1.0833333333333335
0.125,0.4,0.75,1.5
0.125,0.4,1.0,1.25
0.125,0.4,0.75,1.125
0.125,0.4,0.88,1.0
0.125,0.4,1.0,1.25
0.125,0.4,0.88,1.0
0.125,0.4,0.88,1.0
0.125,0.4,0.88,1.125
0.125,0.4,0.88,1.25
0.125,0.4,0.88,1.125
0.125,0.4,1.0,1.0833333333333335
0.125,0.4,0.88,1.125
0.125,0.4,1.0,1.2083333333333335
0.125,0.4,0.75,1.0
0.125,0.4,1.0,1.375
0.125,0.4,0.88,1.25
0.125,0.4,1.0,1.0
0.125,0.4,0.88,1.25
0.125,0.4,0.88,1.0833333333333335
0.125,0.4,1.0,1.0
0.125,0.4,1.0,1.25
0.125,0.4,1.0,1.0833333333333335
0.125,0.4,0.88,1.25
0.25,0.4,0.75,1.2916666666666665
0.25,0.4,0.81,1.0416666666666667
0.25,0.4,0.69,1.1354166666666665
0.25,0.4,0.69,1.0625
0.25,0.4,0.88,1.0625
0.25,0.4,0.75,1.2916666666666667
0.25,0.4,0.56,1.3541666666666667
0.25,0.4,0.94,1.25
0.25,0.4,0.94,1.1458333333333335
0.25,0.4,0.56,1.125
0.25,0.4,0.75,1.0625
0.25,0.4,0.69,1.2291666666666667
0.25,0.4,0.81,1.25
0.25,0.4,0.88,1.2083333333333335
0.25,0.4,0.94,1.2291666666666667
0.25,0.4,0.69,1.3125
0.25,0.4,0.94,1.0625
0.25,0.4,0.88,1.125
0.25,0.4,0.75,1.3125
0.25,0.4,0.81,1.0625
0.25,0.4,0.69,1.1875
0.25,0.4,0.75,1.0625
0.25,0.4,0.81,1.25
0.25,0.4,0.75,1.125
0.25,0.4,0.81,1.3541666666666667
0.25,0.4,0.88,1.0
0.25,0.4,0.88,1.0625
0.25,0.4,0.75,1.15625
0.25,0.4,0.81,1.0625
0.25,0.4,0.62,1.0625
0.25,0.4,0.75,1.125
0.25,0.4,0.56,1.1041666666666667
0.25,0.4,0.88,1.1666666666666667
0.25,0.4,0.75,1.125
0.25,0.4,0.75,1.1875
0.25,0.4,0.62,1.28125
0.25,0.4,0.62,1.3541666666666667
0.25,0.4,0.81,1.1041666666666665
0.25,0.4,0.88,1.125
0.25,0.4,0.56,1.3333333333333335
0.25,0.4,0.69,1.3541666666666667
0.25,0.4,0.62,1.0625
0.25,0.4,0.75,1.0625
0.25,0.4,0.81,1.125
0.25,0.4,0.81,1.2291666666666667
0.25,0.4,0.81,1.2291666666666665
0.25,0.4,0.69,1.1875
0.25,0.4,0.81,1.15625
0.25,0.4,0.69,1.2916666666666667
0.25,0.4,0.81,1.1458333333333335
0.5,0.4,0.38,1.125
0.5,0.4,0.75,1.03125
0.5,0.4,0.59,1.171875
0.5,0.4,0.47,1.1666666666666667
0.5,0.4,0.44,1.1666666666666665
0.5,0.4,0.41,1.2083333333333335
0.5,0.4,0.47,1.15625
0.5,0.4,0.66,1.1354166666666667
0.5,0.4,0.44,1.2083333333333335
0.5,0.4,0.44,1.09375
0.5,0.4,0.38,1.2083333333333335
0.5,0.4,0.59,1.0989583333333333
0.5,0.4,0.62,1.2083333333333335
0.5,0.4,0.53,1.0625
0.5,0.4,0.59,1.21875
0.5,0.4,0.41,1.15625
0.5,0.4,0.56,1.2083333333333333
0.5,0.4,0.41,1.1770833333333333
0.5,0.4,0.5,1.3020833333333335
0.5,0.4,0.53,1.2604166666666667
0.5,0.4,0.5,1.21875
0.5,0.4,0.41,1.1354166666666667
0.5,0.4,0.44,1.125
0.5,0.4,0.38,1.1145833333333335
0.5,0.4,0.56,1.2291666666666667
0.5,0.4,0.59,1.1458333333333335
0.5,0.4,0.28,1.1145833333333333
0.5,0.4,0.5,1.328125
0.5,0.4,0.34,1.09375
0.5,0.4,0.66,1.25
0.5,0.4,0.47,1.21875
0.5,0.4,0.44,1.2447916666666665
0.5,0.4,0.44,1.1666666666666665
0.5,0.4,0.53,1.2708333333333335
0.5,0.4,0.38,1.140625
0.5,0.4,0.47,1.0625
0.5,0.4,0.47,1.15625
0.5,0.4,0.44,1.0625
0.5,0.4,0.59,1.2395833333333333
0.5,0.4,0.66,1.125
0.5,0.4,0.41,1.0625
0.5,0.4,0.5,1.0416666666666667
0.5,0.4,0.47,1.1614583333333333
0.5,0.4,0.56,1.34375
0.5,0.4,0.31,1.203125
0.5,0.4,0.59,1.09375
0.5,0.4,0.53,1.3125
0.5,0.4,0.41,1.25
0.5,0.4,0.56,1.2395833333333335
0.5,0.4,0.59,1.2916666666666667
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.5
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,2.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.6666666666666667
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,3.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0312,0.5,1.0,1.0
0.0625,0.5,1.0,1.25
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.75
0.0625,0.5,1.0,1.0
0.0625,0.5,0.75,1.25
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.5
0.0625,0.5,1.0,1.0
0.0625,0.5,0.75,1.1666666666666667
0.0625,0.5,0.75,1.5
0.0625,0.5,1.0,1.1666666666666667
0.0625,0.5,0.75,1.0
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.25
0.0625,0.5,0.75,1.125
0.0625,0.5,1.0,1.25
0.0625,0.5,0.75,1.25
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.25
0.0625,0.5,1.0,1.1666666666666667
0.0625,0.5,1.0,1.75
0.0625,0.5,1.0,1.5
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.0
0.0625,0.5,0.75,1.0
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.5
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.0
0.0625,0.5,0.75,1.0
0.0625,0.5,0.75,1.0
0.0625,0.5,0.75,1.0
0.0625,0.5,1.0,1.0
0.0625,0.5,0.75,1.0
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.5
0.0625,0.5,1.0,1.0
0.0625,0.5,0.75,1.5
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.25
0.0625,0.5,1.0,1.25
0.0625,0.5,1.0,1.125
0.0625,0.5,1.0,1.25
0.0625,0.5,1.0,1.25
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.1666666666666667
0.0625,0.5,1.0,1.0
0.0625,0.5,1.0,1.125
0.125,0.5,0.88,1.25
0.125,0.5,1.0,1.0
0.125,0.5,1.0,1.25
0.125,0.5,1.0,1.0
0.125,0.5,0.75,1.125
0.125,0.5,1.0,1.5833333333333333
0.125,0.5,0.88,1.375
0.125,0.5,1.0,1.1875
0.125,0.5,0.62,1.125
0.125,0.5,0.75,1.0
0.125,0.5,0.88,1.375
0.125,0.5,0.5,1.1875
0.125,0.5,0.75,1.2083333333333333
0.125,0.5,0.88,1.0833333333333335
0.125,0.5,0.75,1.0
0.125,0.5,1.0,1.125
0.125,0.5,1.0,1.0
0.125,0.5,0.88,1.625
0.125,0.5,0.88,1.2083333333333335
0.125,0.5,0.75,1.125
0.125,0.5,1.0,1.0833333333333335
0.125,0.5,1.0,1.0
0.125,0.5,0.88,1.0
0.125,0.5,0.88,1.0
0.125,0.5,0.75,1.125
0.125,0.5,0.88,1.0
0.125,0.5,0.88,1.25
0.125,0.5,1.0,1.1666666666666667
0.125,0.5,1.0,1.125
0.125,0.5,0.88,1.2083333333333335
0.125,0.5,0.88,1.2083333333333335
0.125,0.5,0.88,1.5
0.125,0.5,1.0,1.125
0.125,0.5,1.0,1.375
0.125,0.5,0.88,1.0
0.125,0.5,0.75,1.0
0.125,0.5,0.62,1.0
0.125,0.5,1.0,1.375
0.125,0.5,1.0,1.375
0.125,0.5,0.75,1.25
0.125,0.5,0.88,1.2916666666666667
0.125,0.5,0.75,1.125
0.125,0.5,1.0,1.125
0.125,0.5,0.88,1.0
0.125,0.5,0.88,1.2916666666666667
0.125,0.5,1.0,1.6458333333333333
0.125,0.5,1.0,1.0833333333333335
0.125,0.5,1.0,1.25
0.125,0.5,0.88,1.0833333333333335
0.125,0.5,0.88,1.0833333333333333
0.25,0.5,0.69,1.0625
0.25,0.5,0.62,1.1666666666666667
0.25,0.5,0.62,1.1666666666666665
0.25,0.5,0.69,1.1875
0.25,0.5,0.69,1.2916666666666667
0.25,0.5,0.75,1.3958333333333335
0.25,0.5,0.62,1.1666666666666665
0.25,0.5,0.62,1.1666666666666667
0.25,0.5,0.88,1.3333333333333333
0.25,0.5,0.75,1.2916666666666667
0.25,0.5,0.69,1.0
0.25,0.5,0.69,1.1875
0.25,0.5,0.94,1.4270833333333333
0.25,0.5,0.69,1.1041666666666667
0.25,0.5,0.88,1.25
0.25,0.5,0.88,1.09375
0.25,0.5,0.69,1.0416666666666667
0.25,0.5,0.88,1.1875
0.25,0.5,0.88,1.1041666666666667
0.25,0.5,0.56,1.1041666666666667
0.25,0.5,0.75,1.125
0.25,0.5,0.62,1.1875
0.25,0.5,0.88,1.3125
0.25,0.5,0.62,1.1875
0.25,0.5,0.94,1.15625
0.25,0.5,0.88,1.1875
0.25,0.5,0.88,1.1041666666666665
0.25,0.5,0.62,1.0416666666666667
0.25,0.5,0.81,1.21875
0.25,0.5,0.75,1.0416666666666667
0.25,0.5,0.69,1.2083333333333335
0.25,0.5,0.69,1.125
0.25,0.5,0.62,1.4166666666666665
0.25,0.5,0.69,1.125
0.25,0.5,0.88,1.125
0.25,0.5,0.69,1.125
0.25,0.5,0.88,1.125
0.25,0.5,0.5,1.1875
0.25,0.5,0.75,1.1041666666666667
0.25,0.5,0.75,1.1041666666666667
0.25,0.5,0.75,1.1875
0.25,0.5,0.69,1.2291666666666667
0.25,0.5,0.75,1.0416666666666667
0.25,0.5,0.81,1.25
0.25,0.5,0.69,1.25
0.25,0.5,0.62,1.09375
0.25,0.5,0.38,1.1875
0.25,0.5,0.75,1.0
0.25,0.5,0.75,1.3125
0.25,0.5,0.69,1.4375
0.5,0.5,0.44,1.25
0.5,0.5,0.5,1.125
0.5,0.5,0.44,1.1979166666666667
0.5,0.5,0.5,1.2395833333333335
0.5,0.5,0.59,1.0833333333333335
0.5,0.5,0.5,1.09375
0.5,0.5,0.38,1.1875
0.5,0.5,0.53,1.25
0.5,0.5,0.53,1.1979166666666667
0.5,0.5,0.56,1.15625
0.5,0.5,0.47,1.2447916666666667
0.5,0.5,0.59,1.171875
0.5,0.5,0.41,1.2864583333333335
0.5,0.5,0.38,1.1770833333333333
0.5,0.5,0.59,1.28125
0.5,0.5,0.44,1.09375
0.5,0.5,0.5,1.1145833333333335
0.5,0.5,0.44,1.1510416666666665
0.5,0.5,0.41,1.15625
0.5,0.5,0.34,1.3645833333333335
0.5,0.5,0.41,1.2083333333333333
0.5,0.5,0.41,1.3020833333333333
0.5,0.5,0.5,1.1041666666666667
0.5,0.5,0.41,1.15625
0.5,0.5,0.53,1.2708333333333333
0.5,0.5,0.5,1.15625
0.5,0.5,0.34,1.1145833333333333
0.5,0.5,0.41,1.2239583333333335
0.5,0.5,0.59,1.03125
0.5,0.5,0.66,1.2291666666666667
0.5,0.5,0.53,1.3645833333333335
0.5,0.5,0.44,1.1770833333333335
0.5,0.5,0.38,1.0833333333333333
0.5,0.5,0.53,1.2291666666666667
0.5,0.5,0.44,1.1770833333333333
0.5,0.5,0.53,1.109375
0.5,0.5,0.5,1.1875
0.5,0.5,0.41,1.1822916666666667
0.5,0.5,0.5,1.2083333333333333
0.5,0.5,0.66,1.1770833333333333
0.5,0.5,0.38,1.265625
0.5,0.5,0.56,1.15625
0.5,0.5,0.62,1.125
0.5,0.5,0.56,1.2083333333333335
0.5,0.5,0.59,1.2395833333333333
0.5,0.5,0.41,1.1354166666666667
0.5,0.5,0.66,1.3125
0.5,0.5,0.53,1.1770833333333335
0.5,0.5,0.53,1.125
0.5,0.5,0.44,1.2395833333333335
